,pdb,beta,nsus,run,auc_,auc_01_,execution_time,count_seq_scpe,count_seq_cluster,seq_lenght,execution_time_optimization_total,contacts_count,spearman_zmip_evol_nat,par_positions_count,auc_nat,auc_nat_01,auc,auc_01,analysis,auc_di,auc01_di,auc_frob,auc01_frob,auc_di_,auc01_di_,auc_frob_,auc01_frob_
6,2TRX,0.5,2.0,5000,0.73265328999,0.553852468066,103.554099798,26911.0,7820.0,108.0,155064.659118,,,,,,,,okey_complete2,0.662154624669,0.54915269789,0.62988594782,0.537335584038,0.668021890034,0.550492241147,0.636051059099,0.537178190112
7,2TRX,0.5,2.0,10000,0.749799619551,0.571115507237,245.769917965,54631.0,16014.0,108.0,155064.659118,,,,,,,,okey_complete2,0.736757341165,0.584976054208,0.692959330312,0.55227658737,0.741602313409,0.59142956971,0.700162123889,0.558652732541
8,2TRX,0.5,2.0,20000,0.793999627474,0.618839443004,691.442981005,108941.0,31892.0,108.0,155064.659118,,,,,,,,okey_complete2,0.773980192275,0.633855906019,0.735430944374,0.576457313817,0.778668466573,0.642821122564,0.744189678333,0.581003658386
9,2TRX,0.5,3.0,1000,0.694262840152,0.53848375611,39.6814210415,10101.0,2552.0,108.0,155064.659118,,,,,,,,okey_complete2,0.572456107033,0.522955268178,0.571603743818,0.540533603633,0.561398632865,0.525029575119,0.563348089916,0.53640372551
10,2TRX,0.5,3.0,5000,0.719365390272,0.564498811329,151.443070889,49601.0,12348.0,108.0,155064.659118,,,,,,,,okey_complete2,0.744184864123,0.579808398312,0.699549443796,0.56127649471,0.742956213315,0.581973688781,0.705412290976,0.562099182497
11,2TRX,0.5,3.0,10000,0.753374019063,0.573172661828,377.755625963,99531.0,24838.0,108.0,155064.659118,,,,,,,,okey_complete2,0.7938731534,0.625921031808,0.75640356557,0.589761039594,0.801917694003,0.634693284639,0.767138480271,0.605771132455
12,2TRX,0.5,3.0,20000,0.783861346,0.614465834312,1128.99895096,199181.0,49702.0,108.0,155064.659118,,,,,,,,okey_complete2,0.825014318207,0.677025656055,0.784812681968,0.604943129051,0.830896181155,0.678875732306,0.791405448686,0.615524668702
13,2TRX,0.5,5.0,1000,0.703004568927,0.54524511882,51.3250010014,14981.0,3635.0,108.0,155064.659118,,,,,,,,okey_complete2,0.605669860287,0.53743229957,0.61416358495,0.54198931252,0.610336225094,0.535706542353,0.625573223751,0.54571660479
14,2TRX,0.5,5.0,5000,0.711330787455,0.581401398393,227.580765963,74791.0,18181.0,108.0,155064.659118,,,,,,,,okey_complete2,0.785220919087,0.638681136135,0.74110140281,0.595861469771,0.786008377504,0.632173988277,0.745757978811,0.601882102226
15,2TRX,0.5,5.0,10000,0.74620583518,0.584673999506,592.438657999,148801.0,36096.0,108.0,155064.659118,,,,,,,,okey_complete2,0.830922541119,0.687242450164,0.793795393949,0.610683510789,0.837086005069,0.684202012433,0.796732376472,0.614875018525
16,2TRX,0.5,5.0,20000,0.754965263175,0.607723984775,1855.88048792,298441.0,72365.0,108.0,155064.659118,,,,,,,,okey_complete2,0.866527397496,0.726549266241,0.819290026304,0.644257216967,0.868741852447,0.729191072906,0.824044627082,0.64933617651
17,2TRX,0.5,7.0,1000,0.70291691565,0.536670488536,53.4240570068,15571.0,3854.0,108.0,155064.659118,,,,,,,,okey_complete2,0.642179417971,0.525280892755,0.633799341736,0.535053068779,0.631757753823,0.529622341365,0.630763835123,0.537404390069
18,2TRX,0.5,7.0,5000,0.711774110762,0.566132981657,248.973209858,78861.0,19464.0,108.0,155064.659118,,,,,,,,okey_complete2,0.793405101319,0.635214198841,0.76264974302,0.598503065318,0.799842508222,0.637834799851,0.770167880942,0.603519262903
19,2TRX,0.5,7.0,10000,0.733717771618,0.588631818903,656.884964943,156731.0,38614.0,108.0,155064.659118,,,,,,,,okey_complete2,0.823527916391,0.680949186153,0.777319362552,0.620506052497,0.828545715628,0.688602276637,0.780324115432,0.62759431165
20,2TRX,0.5,7.0,20000,0.714511590039,0.585080262944,2035.86220098,315031.0,77481.0,108.0,155064.659118,,,,,,,,okey_complete2,0.854815627855,0.720353704862,0.810598912265,0.654123991609,0.856794976145,0.720329839651,0.811306321508,0.657037836378
21,2TRX,0.5,10.0,1000,0.672975736056,0.551906595721,54.6728858948,15831.0,3917.0,108.0,155064.659118,,,,,,,,okey_complete2,0.585690167467,0.530530196402,0.617937909078,0.551986118663,0.587435067728,0.532999512766,0.623832873431,0.556030562114
22,2TRX,0.5,10.0,5000,0.714251158667,0.572841505151,250.531198025,79701.0,19719.0,108.0,155064.659118,,,,,,,,okey_complete2,0.783164779754,0.629921252712,0.753841989805,0.593181502324,0.779862227781,0.626318993122,0.753801308902,0.594839209867
23,2TRX,0.5,10.0,10000,0.71612643311,0.568003946765,679.320068121,158911.0,39409.0,108.0,155064.659118,,,,,,,,okey_complete2,0.831638825294,0.672743823712,0.785113999841,0.614673068946,0.837923755451,0.672789199807,0.791165902368,0.626950158464
24,2TRX,0.5,10.0,20000,0.703829689682,0.586622231375,2126.26574183,319701.0,79172.0,108.0,155064.659118,,,,,,,,okey_complete2,0.842727023951,0.7141188026,0.808058271736,0.654589811338,0.850652796803,0.695853790094,0.816176655483,0.65750696401
25,2TRX,0.5,15.0,1000,0.684789543638,0.541920344382,57.4755570889,16071.0,3971.0,108.0,155064.659118,,,,,,,,okey_complete2,0.613119813856,0.525091147995,0.611776220263,0.554104098672,0.615267438244,0.529251275947,0.617431295866,0.551272413755
26,2TRX,0.5,15.0,5000,0.707170628061,0.56303581235,264.020091057,80101.0,19915.0,108.0,155064.659118,,,,,,,,okey_complete2,0.770887758718,0.608321170394,0.742311160425,0.592333603009,0.778582441652,0.616433744989,0.748481660149,0.598478256956
27,2TRX,0.5,15.0,10000,0.704514902321,0.564875445227,693.261712074,159841.0,39658.0,108.0,155064.659118,,,,,,,,okey_complete2,0.836630383907,0.692824708594,0.787406408276,0.635389421715,0.843281122824,0.702771249321,0.793313878467,0.645801017618
28,2TRX,0.5,15.0,20000,0.717565126806,0.594846831174,2162.14971495,319551.0,79353.0,108.0,155064.659118,,,,,,,,okey_complete2,0.839245793139,0.727818277287,0.804367688555,0.656446502416,0.844849423302,0.721265361994,0.809093495854,0.662803362105
29,2TRX,1.0,1.0,1000,0.647212415075,0.501725808859,26.884469986,291.0,280.0,108.0,155064.659118,,,,,,,,okey_complete2,0.472886625225,0.506157498268,0.491589268598,0.501441748123,0.481388839259,0.510195999423,0.490481011653,0.502969257426
30,2TRX,1.0,1.0,5000,0.67646585357,0.497760642561,32.9371960163,1021.0,997.0,108.0,155064.659118,,,,,,,,okey_complete2,0.516512668061,0.503916483456,0.53337600134,0.507640878622,0.515642639245,0.502581615551,0.532401617269,0.50778698563
31,2TRX,1.0,1.0,10000,0.694039492858,0.49692503231,44.4269919395,2241.0,2211.0,108.0,155064.659118,,,,,,,,okey_complete2,0.598900301916,0.534197103705,0.590071613464,0.527505011894,0.599921915841,0.533306032477,0.590334769288,0.531024325343
32,2TRX,1.0,1.0,20000,0.728776318107,0.507317251365,68.8489899635,4271.0,4190.0,108.0,155064.659118,,,,,,,,okey_complete2,0.580534117707,0.531622664924,0.585114448454,0.535275149384,0.585520020646,0.527434872306,0.585813828837,0.53540950522
33,2TRX,1.0,2.0,1000,0.673797485531,0.498192232926,33.426913023,3911.0,1044.0,108.0,155064.659118,,,,,,,,okey_complete2,0.515573573151,0.497686534101,0.501908844988,0.505853431392,0.508415222441,0.498415106777,0.495925727407,0.505779621702
34,2TRX,1.0,2.0,5000,0.72207084239,0.516087402881,84.2712340355,19121.0,5221.0,108.0,155064.659118,,,,,,,,okey_complete2,0.576909330985,0.530051574547,0.583995908657,0.531162450177,0.581253184576,0.532503259041,0.589882145859,0.536974771119
35,2TRX,1.0,2.0,10000,0.759394282141,0.532455064099,193.782970905,38371.0,10489.0,108.0,155064.659118,,,,,,,,okey_complete2,0.633186238372,0.55718252419,0.644117422753,0.55742408976,0.633105036428,0.561127039675,0.652157571186,0.562854275717
36,2TRX,1.0,2.0,20000,0.785337966596,0.563625329644,556.562804937,76641.0,20861.0,108.0,155064.659118,,,,,,,,okey_complete2,0.651858974263,0.56698177358,0.680054252171,0.563586996983,0.650799700898,0.569844068121,0.684205162819,0.56538128466
37,2TRX,1.0,3.0,1000,0.712243561488,0.503805202475,39.9440491199,7861.0,2002.0,108.0,155064.659118,,,,,,,,okey_complete2,0.574655802276,0.514759506214,0.573911105994,0.524290851586,0.572948471072,0.516485461892,0.578998008192,0.530556717373
38,2TRX,1.0,3.0,5000,0.775464330594,0.551983624801,135.670785904,38711.0,9974.0,108.0,155064.659118,,,,,,,,okey_complete2,0.654740560077,0.563807011506,0.676140858255,0.557231769621,0.657330977574,0.56495798243,0.678580456461,0.559180302416
39,2TRX,1.0,3.0,10000,0.792054398972,0.595228140937,338.556771994,76811.0,19858.0,108.0,155064.659118,,,,,,,,okey_complete2,0.661442826616,0.574331644299,0.675533736386,0.568073104159,0.664629861235,0.577101715109,0.680013763987,0.567525319992
40,2TRX,1.0,3.0,20000,0.831757962331,0.624079512955,1018.61874008,154561.0,39768.0,108.0,155064.659118,402.0,0.1523487461,5151.0,0.875034225316,0.746576087683,0.837619422841,0.62087236101,okey_complete2,0.702350279411,0.582592059621,0.723121025109,0.57011578914,0.708480071996,0.589965668154,0.729234576724,0.57562483265
41,2TRX,1.0,5.0,1000,0.716005909854,0.533357929251,51.3249528408,15301.0,3501.0,108.0,155064.659118,,,,,,,,okey_complete2,0.585305856333,0.542079698605,0.566323578011,0.554309113294,0.595089962215,0.544359530179,0.573837836407,0.545294925964
42,2TRX,1.0,5.0,5000,0.778120899154,0.599761866908,227.949018002,75391.0,17154.0,108.0,155064.659118,,,,,,,,okey_complete2,0.738494965823,0.592118936781,0.703347693909,0.568025587937,0.742916509506,0.602227881504,0.710833184444,0.575379691258
43,2TRX,1.0,5.0,10000,0.774629096,0.612016800028,610.25672102,150541.0,34137.0,108.0,155064.659118,,,,,,,,okey_complete2,0.714362619237,0.58763695577,0.72955561969,0.582178147466,0.723162540779,0.595341513768,0.737561789054,0.587987207511
44,2TRX,1.0,5.0,20000,0.817505876562,0.660634399142,1955.46032619,302381.0,68564.0,108.0,155064.659118,402.0,0.118924380762,5151.0,0.875034225316,0.746576087683,0.840259213664,0.676708173974,okey_complete2,0.779759813018,0.632466520777,0.769287708474,0.596196284692,0.791110317035,0.64172472831,0.778246282731,0.604232981405
45,2TRX,1.0,7.0,1000,0.726322869161,0.553754360875,60.4270710945,20211.0,4567.0,108.0,155064.659118,,,,,,,,okey_complete2,0.624071933474,0.545267063462,0.608336112237,0.552650182817,0.628750851978,0.550207905953,0.616864854849,0.559074180617
46,2TRX,1.0,7.0,5000,0.761419578539,0.592967735869,314.372126102,101031.0,22793.0,108.0,155064.659118,,,,,,,,okey_complete2,0.728722696339,0.606451297308,0.728676339743,0.582825283573,0.733977858509,0.609741789691,0.734488714192,0.591828231344
47,2TRX,1.0,7.0,10000,0.770523719904,0.618031828653,887.024616003,201741.0,45637.0,108.0,155064.659118,,,,,,,,okey_complete2,0.767052124254,0.614627266082,0.755086141023,0.585935181428,0.769660995639,0.619755511528,0.760063261403,0.591556422433
48,2TRX,1.0,7.0,20000,0.775847813683,0.639825474624,4077.63565683,403281.0,91198.0,108.0,155064.659118,,,,,,,,okey_complete2,0.791263725665,0.641304513662,0.767629338641,0.595411706885,0.800536001429,0.65897879657,0.779074768891,0.601902142581
49,2TRX,1.0,10.0,1000,0.734875806263,0.555705558356,68.3596508503,23871.0,5465.0,108.0,155064.659118,,,,,,,,okey_complete2,0.64028627441,0.554332451276,0.62096604155,0.558626567123,0.639809686406,0.549868563576,0.621894004063,0.556947968796
50,2TRX,1.0,10.0,5000,0.750987995715,0.590218457345,390.109176874,117681.0,27227.0,108.0,155064.659118,,,,,,,,okey_complete2,0.751932397129,0.608669962395,0.746555779696,0.579449473253,0.761276874516,0.617384603017,0.754728392856,0.581843269023
51,2TRX,1.0,10.0,10000,0.772880244553,0.605675458922,1142.66444087,236001.0,54501.0,108.0,155064.659118,,,,,,,,okey_complete2,0.78920310021,0.626132856922,0.776935051418,0.596354435758,0.799951031968,0.635795599557,0.789773622112,0.60462180523
52,2TRX,1.0,10.0,20000,0.73893482726,0.627754710239,3746.92100787,471591.0,109071.0,108.0,155064.659118,,,,,,,,okey_complete2,0.807775646039,0.675938232896,0.790100324646,0.610328187726,0.816126363991,0.667994686683,0.800677611684,0.62227572889
53,2TRX,1.0,15.0,1000,0.718035420352,0.561569286758,74.3255121708,25501.0,6029.0,108.0,155064.659118,,,,,,,,okey_complete2,0.666960756899,0.5559120321,0.653293037987,0.552220376268,0.666464177238,0.551834543861,0.649402126801,0.549157456342
54,2TRX,1.0,15.0,5000,0.720651533553,0.564301937848,442.430361032,126601.0,30095.0,108.0,155064.659118,,,,,,,,okey_complete2,0.753344030242,0.614740329384,0.744044298961,0.579193625801,0.755834805683,0.61672631065,0.747960216783,0.583126536441
55,2TRX,1.0,15.0,10000,0.747377354944,0.602963402106,1299.3872292,252281.0,59971.0,108.0,155064.659118,,,,,,,,okey_complete2,0.777806854496,0.641757243297,0.766742581823,0.609092149528,0.78474976674,0.651793275382,0.776807681364,0.613962974182
56,2TRX,1.0,15.0,20000,0.763202985605,0.618374258857,4376.80501008,507841.0,120705.0,108.0,155064.659118,,,,,,,,okey_complete2,0.830545706856,0.705173771133,0.805374075298,0.625685265218,0.839359709897,0.720133472477,0.812746246336,0.636190364974
57,2TRX,2.0,1.0,1000,0.518877903199,0.498105376261,21.9594039917,11.0,11.0,108.0,155064.659118,,,,,,,,okey_complete2,0.479618799245,0.493064323722,0.477315175505,0.495774492347,0.482918097658,0.493059723565,0.48300875469,0.494765713351
58,2TRX,2.0,1.0,5000,0.589101663474,0.498191683473,22.9168848991,31.0,31.0,108.0,155064.659118,,,,,,,,okey_complete2,0.506391228734,0.499090269719,0.52218761262,0.495117650263,0.497001038916,0.498099995762,0.51446475956,0.492967398971
59,2TRX,2.0,1.0,10000,0.586403796735,0.495763653034,23.7423698902,51.0,51.0,108.0,155064.659118,,,,,,,,okey_complete2,0.508009971154,0.504912716659,0.506682078989,0.500382993638,0.499687663365,0.50228375641,0.502450386781,0.499691226413
60,2TRX,2.0,1.0,20000,0.614804301416,0.489404930463,34.8470699787,111.0,111.0,108.0,155064.659118,,,,,,,,okey_complete2,0.526407558219,0.520536194169,0.526127923269,0.50744934166,0.52623363045,0.521053914989,0.524137269304,0.508892654436
61,2TRX,2.0,2.0,1000,0.677827850649,0.491927047672,32.7427198887,2221.0,970.0,108.0,155064.659118,,,,,,,,okey_complete2,0.544886643169,0.507125959086,0.551714521129,0.512471434595,0.546385960733,0.505349997862,0.555172413793,0.511050359959
62,2TRX,2.0,2.0,5000,0.741058733596,0.507937553932,89.5889139175,10341.0,4820.0,108.0,155064.659118,,,,,,,,okey_complete2,0.60400251821,0.521406906436,0.672635701458,0.537846624798,0.627161376134,0.528658919107,0.68317286377,0.541668364236
63,2TRX,2.0,2.0,10000,0.765839326486,0.531060770327,223.924802065,20981.0,9644.0,108.0,155064.659118,,,,,,,,okey_complete2,0.614464155136,0.538936944488,0.68058062384,0.558933026215,0.62511530648,0.548969181971,0.687036044442,0.564494799608
64,2TRX,2.0,2.0,20000,0.791515837009,0.553680995928,678.706599951,41681.0,19213.0,108.0,155064.659118,,,,,,,,okey_complete2,0.597864007692,0.537182526205,0.723388697066,0.562998604783,0.618168463264,0.552431546376,0.728754160628,0.565668545121
65,2TRX,2.0,3.0,1000,0.688884805894,0.493443812686,36.326540947,5371.0,1357.0,108.0,155064.659118,,,,,,,,okey_complete2,0.52539518998,0.5080392871,0.546487441101,0.516154587908,0.525895486339,0.505749592773,0.552105294503,0.519724751797
66,2TRX,2.0,3.0,5000,0.757455796199,0.523256884917,117.299087048,26351.0,6524.0,108.0,155064.659118,,,,,,,,okey_complete2,0.586837119371,0.530256516541,0.644066580035,0.533800307302,0.589593631509,0.533028262275,0.653310305124,0.538447021713
67,2TRX,2.0,3.0,10000,0.794088123571,0.551777026611,307.201478004,52671.0,13094.0,108.0,155064.659118,,,,,,,,okey_complete2,0.597337636023,0.53644314419,0.697038710748,0.559154184155,0.596619882344,0.537078570836,0.704180149419,0.565422280661
68,2TRX,2.0,3.0,20000,0.821617152398,0.579961166331,966.413602829,104821.0,26078.0,108.0,155064.659118,402.0,0.135064789868,5151.0,0.875034225316,0.746576087683,0.810021799698,0.563902425398,okey_complete2,0.624756814793,0.555064159452,0.726388417431,0.560453438678,0.623895076066,0.554124638885,0.733993740033,0.566921124801
69,2TRX,2.0,5.0,1000,0.718658264313,0.505979610622,46.1015470028,11641.0,2598.0,108.0,155064.659118,,,,,,,,okey_complete2,0.594839613655,0.536026575454,0.614369198883,0.537493184006,0.590522038923,0.536903018825,0.616639204865,0.539296813028
70,2TRX,2.0,5.0,5000,0.787392761693,0.582646156507,200.295032978,58051.0,12967.0,108.0,155064.659118,,,,,,,,okey_complete2,0.60891930812,0.550419446865,0.678134191877,0.569751728974,0.616238858118,0.552820187741,0.684742487708,0.574173772588
71,2TRX,2.0,5.0,10000,0.819081949915,0.612128343327,545.346505165,116031.0,25916.0,108.0,155064.659118,402.0,0.134552943305,5151.0,0.875034225316,0.746576087683,0.824187423058,0.593985019687,okey_complete2,0.62555833529,0.569774650557,0.714506175147,0.573831876575,0.624816204448,0.571905163202,0.723505317002,0.581863942865
72,2TRX,2.0,5.0,20000,0.847608034771,0.679937272209,1749.61384511,231491.0,51551.0,108.0,155064.659118,402.0,0.140265060136,5151.0,0.875034225316,0.746576087683,0.864214845113,0.664593949581,okey_complete2,0.655501705474,0.585775285191,0.752807190955,0.599957321233,0.658297103607,0.592468180992,0.760739549626,0.602967314326
73,2TRX,2.0,7.0,1000,0.730310250461,0.523722872352,55.7413611412,17951.0,3770.0,108.0,155064.659118,,,,,,,,okey_complete2,0.584767521672,0.534657813153,0.613548986211,0.558119358433,0.587681231347,0.538105112009,0.619348989869,0.558252637847
74,2TRX,2.0,7.0,5000,0.785228399999,0.602908544315,285.94261694,89371.0,18781.0,108.0,155064.659118,,,,,,,,okey_complete2,0.608467705154,0.554922694948,0.702934970668,0.585285425943,0.612372368795,0.554398730238,0.710313064539,0.58680175959
75,2TRX,2.0,7.0,10000,0.8175876301,0.663624862977,816.614897966,178531.0,37435.0,108.0,155064.659118,402.0,0.135981848502,5151.0,0.875034225316,0.746576087683,0.832094254954,0.648809915493,okey_complete2,0.641920718258,0.575495530666,0.749142029133,0.594746252987,0.642517486219,0.57861573997,0.755281599269,0.603831018059
76,2TRX,2.0,7.0,20000,0.835133456329,0.699989138389,2688.82991195,357741.0,74982.0,108.0,155064.659118,402.0,0.136735981381,5151.0,0.875034225316,0.746576087683,0.864804252091,0.702989974022,okey_complete2,0.684748231346,0.599836923377,0.775693890948,0.605744359948,0.683404469325,0.597691506233,0.783511007881,0.611883986318
77,2TRX,2.0,10.0,1000,0.75709844053,0.540526087444,70.2715041637,26711.0,5386.0,108.0,155064.659118,,,,,,,,okey_complete2,0.641179012724,0.551156818354,0.647347430723,0.563792749356,0.645141246303,0.553216858279,0.655733560969,0.571308494317
78,2TRX,2.0,10.0,5000,0.792941045586,0.611130005632,434.591796875,133101.0,26887.0,108.0,155064.659118,,,,,,,,okey_complete2,0.657671493236,0.584169622076,0.740752980654,0.591495007582,0.671705080102,0.581910012101,0.75039406031,0.593553239492
79,2TRX,2.0,10.0,10000,0.809529428324,0.652791980251,1282.54212189,266581.0,53727.0,108.0,155064.659118,402.0,0.115599837897,5151.0,0.875034225316,0.746576087683,0.836427023265,0.65614902109,okey_complete2,0.672115311285,0.597370014761,0.763505096982,0.600270874549,0.672168291214,0.596517968823,0.771876468214,0.603936816165
80,2TRX,2.0,10.0,20000,0.818116078224,0.721931758508,4359.02553701,532071.0,107088.0,108.0,155064.659118,402.0,0.103133938228,5151.0,0.875034225316,0.746576087683,0.85425344918,0.721751925239,okey_complete2,0.706069274699,0.617512023607,0.794015213936,0.611106525736,0.713646861083,0.624359213416,0.804587113467,0.617622622435
81,2TRX,2.0,15.0,1000,0.74520709351,0.556791067862,93.2486419678,37591.0,7640.0,108.0,155064.659118,,,,,,,,okey_complete2,0.554747139723,0.532653771197,0.632228451286,0.538032951777,0.564054155996,0.53498094078,0.637592228641,0.54028379433
82,2TRX,2.0,15.0,5000,0.784626626537,0.611450665595,675.108433962,187921.0,38146.0,108.0,155064.659118,,,,,,,,okey_complete2,0.641355466863,0.578315390261,0.737614190502,0.597350469576,0.638120951039,0.577683677425,0.74102660817,0.600447189977
83,2TRX,2.0,15.0,10000,0.789952405956,0.643019725728,2139.33909011,377591.0,76573.0,108.0,155064.659118,,,,,,,,okey_complete2,0.661045057116,0.597066949019,0.768804702652,0.599887171413,0.665576135364,0.600927280792,0.774684851011,0.610576625039
84,2TRX,2.0,15.0,20000,0.813824438914,0.678597013173,7391.79919004,753151.0,152966.0,108.0,155064.659118,402.0,0.104962822959,5151.0,0.875034225316,0.746576087683,0.843203113407,0.696249001628,okey_complete2,0.715606770456,0.611162645542,0.796452673654,0.613715302905,0.714971644863,0.627455268159,0.802752797464,0.621776891597
85,2TRX,3.0,1.0,1000,0.5,0.5,25.7795870304,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
86,2TRX,3.0,1.0,5000,0.5,0.5,25.8817739487,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
87,2TRX,3.0,1.0,10000,0.5,0.5,26.4160509109,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
88,2TRX,3.0,1.0,20000,0.5,0.5,27.6937520504,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
89,2TRX,3.0,2.0,1000,0.671434218322,0.486373378605,31.1303830147,1051.0,711.0,108.0,155064.659118,,,,,,,,okey_complete2,0.523416810098,0.495085266264,0.557227217602,0.509723320152,0.521556521682,0.490668157879,0.557829922114,0.511469051989
90,2TRX,3.0,2.0,5000,0.730033805509,0.50128478241,73.3351151943,5221.0,3539.0,108.0,155064.659118,,,,,,,,okey_complete2,0.550645328676,0.51182752322,0.638760245182,0.535749710871,0.570217510703,0.511587274529,0.645183597033,0.539907405829
91,2TRX,3.0,2.0,10000,0.764754617179,0.523589139463,164.550437927,10291.0,6916.0,108.0,155064.659118,,,,,,,,okey_complete2,0.585279687287,0.528330948435,0.675329617827,0.553440125555,0.611165372984,0.532714791421,0.680019719559,0.557921561805
92,2TRX,3.0,2.0,20000,0.790911535087,0.548353019373,478.731782913,19711.0,13147.0,108.0,155064.659118,,,,,,,,okey_complete2,0.597881204494,0.546800947626,0.740792608067,0.57148620942,0.614230507084,0.554625596049,0.748966708356,0.576188210641
93,2TRX,3.0,3.0,1000,0.686431356949,0.489593169153,34.3505921364,3781.0,1015.0,108.0,155064.659118,,,,,,,,okey_complete2,0.562785522985,0.499219293591,0.590533684048,0.516719774609,0.557341565257,0.497895929113,0.589259457778,0.515538252265
94,2TRX,3.0,3.0,5000,0.756156167799,0.513068280175,118.883941889,18811.0,5079.0,108.0,155064.659118,,,,,,,,okey_complete2,0.587886871962,0.532324887994,0.682653212288,0.54407664326,0.588910725984,0.534019037584,0.690932311622,0.552247227202
95,2TRX,3.0,3.0,10000,0.7765869668,0.534809492089,327.160604,37151.0,10157.0,108.0,155064.659118,,,,,,,,okey_complete2,0.558179770879,0.523718227306,0.701536795922,0.549634087381,0.558571721623,0.526051672778,0.708511835044,0.55630122893
96,2TRX,3.0,3.0,20000,0.820874628,0.560559975373,1072.37649512,74131.0,20184.0,108.0,155064.659118,402.0,0.120825476808,5151.0,0.875034225316,0.746576087683,0.799328870282,0.54510914829,okey_complete2,0.638247331879,0.542152167272,0.778135089102,0.570986314758,0.63883231096,0.544262199158,0.783122572277,0.574976236311
97,2TRX,3.0,5.0,1000,0.715217873178,0.496110397201,43.5569300652,9421.0,2029.0,108.0,155064.659118,,,,,,,,okey_complete2,0.535194376197,0.519867637126,0.605161433107,0.53715858849,0.542224339759,0.52205270233,0.610222407507,0.538025865704
98,2TRX,3.0,5.0,5000,0.784077950734,0.549391695719,193.665197849,46341.0,10052.0,108.0,155064.659118,,,,,,,,okey_complete2,0.5806844028,0.547963117247,0.699592061956,0.561599468558,0.583745922088,0.545693185179,0.708386768044,0.568510099112
99,2TRX,3.0,5.0,10000,0.820647909427,0.57320564334,560.298588037,92861.0,20101.0,108.0,155064.659118,402.0,0.135667908736,5151.0,0.875034225316,0.746576087683,0.823179996948,0.563511849977,okey_complete2,0.613930306597,0.550077449044,0.740578021889,0.57543651071,0.612607283002,0.551211284167,0.748659003831,0.582601305712
100,2TRX,3.0,5.0,20000,0.863705896284,0.652362882689,1845.57529378,185781.0,40107.0,108.0,155064.659118,402.0,0.139718582906,5151.0,0.875034225316,0.746576087683,0.863200103669,0.62631574032,okey_complete2,0.674138552388,0.574916684066,0.78535101663,0.592071302481,0.675192398044,0.571769926502,0.79088268186,0.596133089914
101,2TRX,3.0,7.0,1000,0.724076753929,0.515250088197,51.3002698421,14891.0,2987.0,108.0,155064.659118,,,,,,,,okey_complete2,0.562359341377,0.523128558805,0.629736410414,0.537280538639,0.56908264348,0.525799969147,0.638634453642,0.540150401753
102,2TRX,3.0,7.0,5000,0.803087755259,0.572558848623,264.794114828,74571.0,14989.0,108.0,155064.659118,402.0,0.126016245074,5151.0,0.875034225316,0.746576087683,0.805577211269,0.557524275473,okey_complete2,0.610311501371,0.547018097885,0.738162992782,0.576877288132,0.607505343471,0.548837740987,0.742535352934,0.583299111321
103,2TRX,3.0,7.0,10000,0.836486182388,0.630894014463,812.786478996,149371.0,29895.0,108.0,155064.659118,402.0,0.144620361822,5151.0,0.875034225316,0.746576087683,0.848728281293,0.613113795212,okey_complete2,0.659973621602,0.56450502272,0.772986516212,0.594031517613,0.656335073684,0.569831894716,0.778812062017,0.602699903507
104,2TRX,3.0,7.0,20000,0.867844985179,0.720531526741,2563.69135594,297711.0,59439.0,108.0,155064.659118,402.0,0.130357243883,5151.0,0.875034225316,0.746576087683,0.88633537257,0.700125987675,okey_complete2,0.699027558249,0.600708353129,0.800533549465,0.612243179561,0.699717441222,0.603473237033,0.806711267279,0.618482422069
105,2TRX,3.0,10.0,1000,0.751669837074,0.522776590094,62.1954188347,23351.0,4440.0,108.0,155064.659118,,,,,,,,okey_complete2,0.574037465102,0.527921141781,0.64164332637,0.549461057488,0.570986441149,0.529786173268,0.642923126807,0.552390171638
106,2TRX,3.0,10.0,5000,0.812904922321,0.609393537357,375.793298006,116211.0,22044.0,108.0,155064.659118,402.0,0.149082316352,5151.0,0.875034225316,0.746576087683,0.826547141063,0.602311795794,okey_complete2,0.614856690827,0.561180779362,0.748073584367,0.597847433784,0.618756741376,0.55899471812,0.755376226682,0.603086743122
107,2TRX,3.0,10.0,10000,0.837623146534,0.658682204799,1129.73733997,232121.0,43918.0,108.0,155064.659118,402.0,0.136009198082,5151.0,0.875034225316,0.746576087683,0.857232880549,0.656818725525,okey_complete2,0.664847793351,0.590983698289,0.785877388299,0.602026994762,0.666419179587,0.588413641293,0.790766217352,0.61015176285
