,pdb,beta,nsus,run,auc_,auc_01_,execution_time,count_seq_scpe,count_seq_cluster,seq_lenght,execution_time_optimization_total,contacts_count,spearman_zmip_evol_nat,par_positions_count,auc_nat,auc_nat_01,auc,auc_01,analysis,auc_di,auc01_di,auc_frob,auc01_frob,auc_di_,auc01_di_,auc_frob_,auc01_frob_
108,2TRX,3.0,10.0,20000,0.862214104929,0.728252476356,3859.23818302,463981.0,87419.0,108.0,155064.659118,402.0,0.115918060386,5151.0,0.875034225316,0.746576087683,0.88941512853,0.747402530096,okey_complete2,0.708461873195,0.622380940506,0.807851910116,0.635701164641,0.702879187925,0.618007698852,0.814434981703,0.638572744458
109,2TRX,3.0,15.0,1000,0.7481982616,0.544219977554,84.8347921371,36591.0,6726.0,108.0,155064.659118,,,,,,,,okey_complete2,0.567190894966,0.537540006655,0.656583608607,0.552237823321,0.570703882371,0.53792568862,0.663878135774,0.556542874355
110,2TRX,3.0,15.0,5000,0.820449846733,0.663292829232,609.95570302,183171.0,33576.0,108.0,155064.659118,402.0,0.118131955754,5151.0,0.875034225316,0.746576087683,0.838046847404,0.659967346121,okey_complete2,0.638337802009,0.584263598571,0.765001966417,0.612244939427,0.646143767494,0.582946546296,0.773401094502,0.619066798087
111,2TRX,3.0,15.0,10000,0.831994794744,0.691486526407,1944.76171899,366721.0,67291.0,108.0,155064.659118,402.0,0.111043470099,5151.0,0.875034225316,0.746576087683,0.860486114449,0.701951172495,okey_complete2,0.686268279079,0.62016896439,0.796457907463,0.623669225573,0.683483215214,0.619943549502,0.802537735162,0.628560474439
112,2TRX,3.0,15.0,20000,0.831625639595,0.721106222022,6707.30511212,733171.0,134082.0,108.0,155064.659118,402.0,0.0961236109148,5151.0,0.875034225316,0.746576087683,0.85767598083,0.736777261252,okey_complete2,0.719738488984,0.624204654515,0.810542088051,0.635750785561,0.722614628207,0.645819064676,0.81653398977,0.641929108146
113,2TRX,5.0,1.0,1000,0.5,0.5,24.4183478355,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
114,2TRX,5.0,1.0,5000,0.5,0.5,24.9388239384,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
115,2TRX,5.0,1.0,10000,0.5,0.5,24.9733059406,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
116,2TRX,5.0,1.0,20000,0.5,0.5,27.3553698063,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
117,2TRX,5.0,2.0,1000,0.654538206294,0.49034128941,25.6103799343,151.0,138.0,108.0,155064.659118,,,,,,,,okey_complete2,0.527461796931,0.504979871183,0.524497217857,0.503086676827,0.532833065333,0.505080675108,0.532106485617,0.502130883969
118,2TRX,5.0,2.0,5000,0.685881838325,0.493260296145,30.4810249805,661.0,579.0,108.0,155064.659118,,,,,,,,okey_complete2,0.575485734879,0.508538368373,0.596325267784,0.526031365384,0.584240234517,0.512178128133,0.59933826984,0.529178984104
119,2TRX,5.0,2.0,10000,0.707919052198,0.496181074243,37.2835941315,1211.0,1035.0,108.0,155064.659118,,,,,,,,okey_complete2,0.608996319884,0.514073586699,0.648512327116,0.531975793105,0.611780120303,0.515726667525,0.652528140075,0.532419086521
120,2TRX,5.0,2.0,20000,0.722016901912,0.502427734942,57.0473279953,2591.0,2086.0,108.0,155064.659118,,,,,,,,okey_complete2,0.602242462941,0.528091788724,0.636854390942,0.532753206611,0.609591116934,0.529198029985,0.640493915391,0.538022347471
121,2TRX,5.0,3.0,1000,0.695839756324,0.493370820273,32.8522138596,1751.0,834.0,108.0,155064.659118,,,,,,,,okey_complete2,0.57733850334,0.514614866331,0.576305199864,0.535254812505,0.584547939041,0.51679882901,0.58106260629,0.535998955933
122,2TRX,5.0,3.0,5000,0.741814743113,0.512950192359,94.6123399734,8021.0,3677.0,108.0,155064.659118,,,,,,,,okey_complete2,0.59880609335,0.529851844643,0.68363193461,0.549514090877,0.612578166875,0.529755794164,0.691361774496,0.55496561202
123,2TRX,5.0,3.0,10000,0.781772838104,0.532307676112,235.200016975,16211.0,6996.0,108.0,155064.659118,,,,,,,,okey_complete2,0.647772864643,0.545316032541,0.748223121773,0.565125054491,0.651725461391,0.546370097151,0.748958767594,0.569942826474
124,2TRX,5.0,3.0,20000,0.81096475074,0.556029554304,667.608189106,32811.0,13045.0,108.0,155064.659118,402.0,0.110629791628,5151.0,0.875034225316,0.746576087683,0.784209118251,0.536635325842,okey_complete2,0.654040725017,0.556433934263,0.774639652236,0.582271799508,0.651337687518,0.558109035998,0.777104136475,0.587543216954
125,2TRX,5.0,5.0,1000,0.706422203924,0.49834630421,39.7395458221,6491.0,1361.0,108.0,155064.659118,,,,,,,,okey_complete2,0.596987718493,0.519190324389,0.635816601344,0.536084975033,0.600813928096,0.523074783935,0.637113797736,0.539606936448
126,2TRX,5.0,5.0,5000,0.776227925491,0.536995512134,197.54457283,31431.0,6468.0,108.0,155064.659118,,,,,,,,okey_complete2,0.601211402526,0.536289111378,0.710491843482,0.562017058085,0.601883284034,0.538017227762,0.713795750369,0.56483777797
127,2TRX,5.0,5.0,10000,0.817679497477,0.560295482965,594.975929976,63021.0,12789.0,108.0,155064.659118,402.0,0.117247155579,5151.0,0.875034225316,0.746576087683,0.803596845628,0.546318310529,okey_complete2,0.654620930153,0.547239590521,0.763686037244,0.573433718506,0.648879359975,0.54928218813,0.767458095938,0.578089871092
128,2TRX,5.0,5.0,20000,0.850369113008,0.599005209216,1953.46535707,125721.0,25038.0,108.0,155064.659118,402.0,0.129423539404,5151.0,0.875034225316,0.746576087683,0.836364320395,0.574834966576,okey_complete2,0.69538931316,0.576472209644,0.8003182156,0.586981841391,0.690442631304,0.573123077856,0.80385523991,0.592587062622
129,2TRX,5.0,7.0,1000,0.718831042408,0.502886063995,47.1464998722,11041.0,2066.0,108.0,155064.659118,,,,,,,,okey_complete2,0.567364358357,0.523045732432,0.631339451407,0.547653080725,0.575911698727,0.526491546346,0.640703022122,0.549687868385
130,2TRX,5.0,7.0,5000,0.798362906482,0.557933809605,282.214679003,54701.0,10135.0,108.0,155064.659118,,,,,,,,okey_complete2,0.630106515494,0.539262059384,0.743725036599,0.565757404007,0.630964339362,0.546522050912,0.747274002607,0.570769010268
131,2TRX,5.0,7.0,10000,0.836458369329,0.587895388817,860.250041962,110111.0,20182.0,108.0,155064.659118,402.0,0.134237629878,5151.0,0.875034225316,0.746576087683,0.836234734464,0.579054134819,okey_complete2,0.675455976935,0.561941769233,0.792525821372,0.595275343913,0.671938009119,0.565493208644,0.796543121646,0.599751277108
132,2TRX,5.0,7.0,20000,0.872544549357,0.654261773807,2876.82649922,220211.0,39923.0,108.0,155064.659118,402.0,0.133516644444,5151.0,0.875034225316,0.746576087683,0.878282233978,0.6359537463,okey_complete2,0.702457946343,0.579271248692,0.810166749161,0.607649538484,0.697324624964,0.579101714283,0.815608891006,0.61599678783
133,2TRX,5.0,10.0,1000,0.738727493546,0.515129206266,56.2952058315,18071.0,3126.0,108.0,155064.659118,,,,,,,,okey_complete2,0.581953975377,0.522230396551,0.653097891672,0.554447973938,0.588384650507,0.524914926187,0.662942449328,0.555200436779
134,2TRX,5.0,10.0,5000,0.810426188777,0.578869244359,374.961225986,90401.0,15411.0,108.0,155064.659118,402.0,0.131521080515,5151.0,0.875034225316,0.746576087683,0.816882538714,0.569203568689,okey_complete2,0.630330073916,0.550718957158,0.75892626161,0.582137985457,0.628659533216,0.551631077602,0.763664396932,0.586530540176
135,2TRX,5.0,10.0,10000,0.846712117138,0.633366815575,1167.13074088,181541.0,30785.0,108.0,155064.659118,402.0,0.131506805121,5151.0,0.875034225316,0.746576087683,0.854333917863,0.617746812969,okey_complete2,0.694857707681,0.581422568936,0.806615983455,0.61842632753,0.689282618334,0.583662703677,0.810103957808,0.624366758238
136,2TRX,5.0,10.0,20000,0.885502063645,0.725112022967,4031.09050798,363141.0,61100.0,108.0,155064.659118,402.0,0.125679533419,5151.0,0.875034225316,0.746576087683,0.897741024607,0.715675656738,okey_complete2,0.726219440162,0.631043185044,0.82584425081,0.637936535454,0.720422977918,0.62670289441,0.830771775885,0.645431774905
137,2TRX,5.0,15.0,1000,0.761572128955,0.538357907481,73.78657794,30031.0,4853.0,108.0,155064.659118,,,,,,,,okey_complete2,0.60681980294,0.54581285896,0.708959832757,0.575343368838,0.604573878864,0.546349132247,0.710383207935,0.578209387178
138,2TRX,5.0,15.0,5000,0.83213470286,0.620422722641,541.036851168,149961.0,24245.0,108.0,155064.659118,402.0,0.120332144019,5151.0,0.875034225316,0.746576087683,0.842712985973,0.615963249313,okey_complete2,0.653847074076,0.57636131219,0.789437873937,0.61068102919,0.648823774641,0.576579800477,0.792730232466,0.612996594313
139,2TRX,5.0,15.0,10000,0.861395726734,0.688839639244,1745.03132987,300271.0,48441.0,108.0,155064.659118,402.0,0.11905290391,5151.0,0.875034225316,0.746576087683,0.880463248803,0.688445702877,okey_complete2,0.691915559218,0.592786352063,0.81063779199,0.620111167541,0.687660717713,0.592856945403,0.815677710943,0.626127354041
140,2TRX,5.0,15.0,20000,0.878025407651,0.744470926192,6104.31786799,601011.0,96331.0,108.0,155064.659118,402.0,0.111773794219,5151.0,0.875034225316,0.746576087683,0.899597029556,0.752202350577,okey_complete2,0.729187757672,0.652761099172,0.83386543727,0.656476023397,0.72320886189,0.654511984597,0.839301477643,0.667274276849
141,2TRX,7.0,1.0,1000,0.5,0.5,24.067895174,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
142,2TRX,7.0,1.0,5000,0.5,0.5,25.008409977,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
143,2TRX,7.0,1.0,10000,0.5,0.5,25.3596630096,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
144,2TRX,7.0,1.0,20000,0.5,0.5,26.8040211201,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete2,0.518979287574,0.511972308044,0.489749958503,0.5,0.495827129613,0.513227202327,0.487216035045,0.5
145,2TRX,7.0,2.0,1000,0.578204844024,0.492227342185,24.4362039566,11.0,11.0,108.0,155064.659118,,,,,,,,okey_complete2,0.497408516753,0.503072627214,0.520056704584,0.50440363335,0.506058801342,0.502112565354,0.521940986904,0.509461413122
146,2TRX,7.0,2.0,5000,0.620482379584,0.493356837369,25.8434920311,41.0,40.0,108.0,155064.659118,,,,,,,,okey_complete2,0.545642554757,0.522738519578,0.533094871017,0.522654151105,0.544414004857,0.517134891005,0.530618916218,0.519938170685
147,2TRX,7.0,2.0,10000,0.619014187189,0.49534471116,27.6905930042,61.0,60.0,108.0,155064.659118,,,,,,,,okey_complete2,0.508077262987,0.502976331575,0.514293532956,0.501589811197,0.503094911957,0.504788312311,0.514528285656,0.499989639751
148,2TRX,7.0,2.0,20000,0.665286689428,0.49334609863,32.2196929455,181.0,169.0,108.0,155064.659118,,,,,,,,okey_complete2,0.545404042594,0.511038941066,0.565560189554,0.513629603945,0.533652949,0.513034743486,0.561233200326,0.51298550592
149,2TRX,7.0,3.0,1000,0.679995583623,0.490516694166,28.0976719856,551.0,352.0,108.0,155064.659118,,,,,,,,okey_complete2,0.595984322498,0.516425072447,0.591883259138,0.526667815578,0.593916714642,0.515381596129,0.594119865801,0.52904719386
150,2TRX,7.0,3.0,5000,0.718280680965,0.506289137484,43.2251050472,2521.0,1328.0,108.0,155064.659118,,,,,,,,okey_complete2,0.626122091311,0.522654996788,0.645817663059,0.55339352625,0.628613212104,0.525018401433,0.646986811718,0.555699122225
151,2TRX,7.0,3.0,10000,0.742135857523,0.509714339368,70.5935518742,5121.0,2383.0,108.0,155064.659118,,,,,,,,okey_complete2,0.615624565407,0.531737744011,0.663703832195,0.547490555666,0.623116219668,0.53378432199,0.664392961838,0.550751505637
152,2TRX,7.0,3.0,20000,0.763367335501,0.52610844062,132.228888035,9751.0,3940.0,108.0,155064.659118,,,,,,,,okey_complete2,0.618632510329,0.53846039017,0.696441308811,0.56593299334,0.629719624931,0.541605082879,0.702220766416,0.569660813757
153,2TRX,7.0,5.0,1000,0.709591207028,0.498742325023,36.7087249756,4031.0,967.0,108.0,155064.659118,,,,,,,,okey_complete2,0.605159937733,0.526470605326,0.617115453345,0.533896549911,0.610210496364,0.523563626699,0.618748138884,0.540795679507
154,2TRX,7.0,5.0,5000,0.768902977093,0.528209793333,165.230649948,20471.0,4488.0,108.0,155064.659118,,,,,,,,okey_complete2,0.620580235043,0.530439002694,0.715379473598,0.555894888629,0.621815258174,0.533777581602,0.719675222838,0.560183803477
155,2TRX,7.0,5.0,10000,0.798597210434,0.548285325816,447.569324017,40301.0,8649.0,108.0,155064.659118,,,,,,,,okey_complete2,0.665623892489,0.556457958603,0.759297114377,0.573028085669,0.662915318391,0.552666546579,0.763677631535,0.577421137639
156,2TRX,7.0,5.0,20000,0.839771494649,0.576505729874,1356.45579815,81661.0,16412.0,108.0,155064.659118,402.0,0.112900703397,5151.0,0.875034225316,0.746576087683,0.821012567745,0.558583157634,okey_complete2,0.721087316387,0.56706171703,0.802114159847,0.592672403593,0.716354660896,0.566223080768,0.804908714324,0.59598689921
157,2TRX,7.0,7.0,1000,0.730078474968,0.498744798925,40.8277001381,8391.0,1530.0,108.0,155064.659118,,,,,,,,okey_complete2,0.611874167264,0.540162294815,0.648319423862,0.552891226763,0.605488389944,0.539989809928,0.64724356302,0.555256375807
158,2TRX,7.0,7.0,5000,0.783945627998,0.540910454598,301.616216898,41641.0,7182.0,108.0,155064.659118,,,,,,,,okey_complete2,0.608328635366,0.538824375003,0.724625371414,0.567880035041,0.610164175253,0.538925793462,0.732633222824,0.5736881278
159,2TRX,7.0,7.0,10000,0.821091232734,0.567784456386,853.107823133,82911.0,13860.0,108.0,155064.659118,402.0,0.12084442681,5151.0,0.875034225316,0.746576087683,0.814269919134,0.559321808668,okey_complete2,0.677876987539,0.556392184072,0.765196365045,0.576491350571,0.671842719976,0.553918978116,0.768738543797,0.579872082513
160,2TRX,7.0,7.0,20000,0.854427291185,0.610694900095,3947.86223793,164531.0,26590.0,108.0,155064.659118,402.0,0.125058491347,5151.0,0.875034225316,0.746576087683,0.854974532184,0.601570829026,okey_complete2,0.717222522128,0.59258131111,0.800205314858,0.596291701641,0.715049067291,0.590566453127,0.803468127767,0.600148444549
161,2TRX,7.0,10.0,1000,0.739743934435,0.510665172234,56.7480301857,14781.0,2317.0,108.0,155064.659118,,,,,,,,okey_complete2,0.58342617114,0.523592016446,0.660911968824,0.554956663333,0.591073921876,0.524056859947,0.666096255269,0.555295770452
162,2TRX,7.0,10.0,5000,0.81029723732,0.566429475309,423.192971945,73121.0,11240.0,108.0,155064.659118,402.0,0.125002139035,5151.0,0.875034225316,0.746576087683,0.811241370518,0.560598892623,okey_complete2,0.650518371418,0.548948857017,0.750612729521,0.571084563853,0.643691395523,0.552044005673,0.750362958993,0.575462184191
163,2TRX,7.0,10.0,10000,0.843884456124,0.600723915461,1331.62490797,146921.0,22178.0,108.0,155064.659118,402.0,0.12635141011,5151.0,0.875034225316,0.746576087683,0.845118686082,0.590905779606,okey_complete2,0.698649228611,0.568991017082,0.782107550293,0.584767909187,0.691726387814,0.569025776671,0.784577716899,0.589794396237
164,2TRX,7.0,10.0,20000,0.879947880013,0.675708422881,4376.83136702,292781.0,43109.0,108.0,155064.659118,402.0,0.125944215521,5151.0,0.875034225316,0.746576087683,0.882787435181,0.657210798199,okey_complete2,0.746872051309,0.623672938639,0.814588570258,0.619038166785,0.73970314785,0.619855215596,0.817830980883,0.624118645609
165,2TRX,7.0,15.0,1000,0.747979971226,0.521507888034,72.5909438133,25381.0,3736.0,108.0,155064.659118,,,,,,,,okey_complete2,0.604415241451,0.541533454587,0.686590532189,0.561598294079,0.608052594313,0.54113385513,0.692175040862,0.562867832207
166,2TRX,7.0,15.0,5000,0.821391276645,0.598732244101,603.836354971,126561.0,18185.0,108.0,155064.659118,402.0,0.124310693364,5151.0,0.875034225316,0.746576087683,0.829391761261,0.583761121655,okey_complete2,0.655072533119,0.564878368016,0.765948538197,0.589273910483,0.652055664741,0.564386345517,0.770289639291,0.592600875269
167,2TRX,7.0,15.0,10000,0.859068700785,0.654555445583,1946.99471307,253081.0,35997.0,108.0,155064.659118,402.0,0.129218210852,5151.0,0.875034225316,0.746576087683,0.86492965783,0.645291899722,okey_complete2,0.731053236812,0.602551982249,0.806719164265,0.609139752148,0.724639522496,0.600341702399,0.810370635062,0.613182326075
168,2TRX,7.0,15.0,20000,0.889656323299,0.735391921918,6655.6773901,507131.0,70966.0,108.0,155064.659118,402.0,0.125889021389,5151.0,0.875034225316,0.746576087683,0.898420305697,0.727935506728,okey_complete,0.763492386303,0.65445494713,0.829299312577,0.638359314941,,,,
169,2TRX,10.0,1.0,1000,0.5,0.5,24.3981840611,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
170,2TRX,10.0,1.0,5000,0.5,0.5,25.36124897,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
171,2TRX,10.0,1.0,10000,0.5,0.5,25.5450649261,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
172,2TRX,10.0,1.0,20000,0.5,0.5,27.442111969,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
173,2TRX,10.0,2.0,1000,0.5,0.5,24.9666609764,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
174,2TRX,10.0,2.0,5000,0.5,0.5,25.9098870754,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
175,2TRX,10.0,2.0,10000,0.5,0.5,27.7421281338,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
176,2TRX,10.0,2.0,20000,0.5,0.5,30.612486124,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
177,2TRX,10.0,3.0,1000,0.618058429338,0.490098448909,25.4166128635,51.0,41.0,108.0,155064.659118,,,,,,,,okey_complete,0.53696116065,0.515664353934,0.532761402601,0.515845284367,,,,
178,2TRX,10.0,3.0,5000,0.668776806943,0.494662505204,28.1044490337,231.0,142.0,108.0,155064.659118,,,,,,,,okey_complete,0.570156221728,0.493882073506,0.559099425926,0.509520205258,,,,
179,2TRX,10.0,3.0,10000,0.680146448399,0.497575448149,31.701884985,421.0,242.0,108.0,155064.659118,,,,,,,,okey_complete,0.586240465121,0.508384700559,0.574334296853,0.523899497348,,,,
180,2TRX,10.0,3.0,20000,0.699895406041,0.498364674129,37.3444449902,901.0,401.0,108.0,155064.659118,,,,,,,,okey_complete,0.585702130459,0.511084063791,0.58863754974,0.521928898298,,,,
181,2TRX,10.0,5.0,1000,0.699667001828,0.496511962936,30.8652660847,1541.0,507.0,108.0,155064.659118,,,,,,,,okey_complete,0.61064646516,0.522299801226,0.611425555045,0.530251017962,,,,
182,2TRX,10.0,5.0,5000,0.738376880437,0.508274028035,63.1433758736,7621.0,1738.0,108.0,155064.659118,,,,,,,,okey_complete,0.626841366234,0.526418449491,0.664792464511,0.555651787125,,,,
183,2TRX,10.0,5.0,10000,0.766956905772,0.528449815065,123.050402164,15981.0,3062.0,108.0,155064.659118,,,,,,,,okey_complete,0.649691429563,0.539285376251,0.707685026371,0.555709247526,,,,
184,2TRX,10.0,5.0,20000,0.78617825811,0.544720326216,264.134335995,31671.0,4992.0,108.0,155064.659118,,,,,,,,okey_complete,0.655491237856,0.54642782842,0.725117349479,0.581179832335,,,,
185,2TRX,10.0,7.0,1000,0.708117957712,0.503841101058,38.2362220287,5031.0,894.0,108.0,155064.659118,,,,,,,,okey_complete,0.603421565387,0.526158774642,0.626391258641,0.545574250382,,,,
186,2TRX,10.0,7.0,5000,0.767186152805,0.528305889799,165.287825108,24671.0,3787.0,108.0,155064.659118,,,,,,,,okey_complete,0.624876444718,0.534080627225,0.70259477307,0.571340823207,,,,
187,2TRX,10.0,7.0,10000,0.79874470393,0.552732810999,422.711289167,49261.0,6956.0,108.0,155064.659118,,,,,,,,okey_complete,0.677820163325,0.55012412411,0.75039664797,0.579788776019,,,,
188,2TRX,10.0,7.0,20000,0.825561549879,0.58292193675,1160.58609915,98711.0,12657.0,108.0,155064.659118,402.0,0.112124863735,5151.0,0.875034225316,0.746576087683,0.816719511252,0.571041106275,okey_complete,0.710775216867,0.563615742974,0.783801809104,0.589961648292,,,,
189,2TRX,10.0,10.0,1000,0.729508728665,0.507941709702,53.009529829,10741.0,1499.0,108.0,155064.659118,,,,,,,,okey_complete,0.6232748991,0.537071012313,0.660188207779,0.560503180942,,,,
190,2TRX,10.0,10.0,5000,0.791363286593,0.547986902812,352.83907795,52541.0,6722.0,108.0,155064.659118,,,,,,,,okey_complete,0.655960785311,0.553176284829,0.7188382738,0.582776031587,,,,
191,2TRX,10.0,10.0,10000,0.826084941083,0.581360150352,1038.51445913,105301.0,12799.0,108.0,155064.659118,402.0,0.114808734129,5151.0,0.875034225316,0.746576087683,0.818160632212,0.565151818356,okey_complete,0.683525015365,0.55856338841,0.757634258422,0.584461178816,,,,
192,2TRX,10.0,10.0,20000,0.85358952813,0.619024894184,3193.87985706,210211.0,24177.0,108.0,155064.659118,402.0,0.125795303821,5151.0,0.875034225316,0.746576087683,0.854242998702,0.604268121088,okey_complete,0.746205114478,0.595458685996,0.796859415398,0.60611194064,,,,
193,2TRX,10.0,15.0,1000,0.740212542341,0.516253385939,72.7076621056,19991.0,2480.0,108.0,155064.659118,,,,,,,,okey_complete,0.601970304862,0.530851073008,0.673878357302,0.557097301088,,,,
194,2TRX,10.0,15.0,5000,0.817384510486,0.574410148204,653.701405048,100441.0,11832.0,108.0,155064.659118,402.0,0.120432914462,5151.0,0.875034225316,0.746576087683,0.819538005255,0.567510208945,okey_complete,0.687677669131,0.562257116254,0.751195177718,0.584845310883,,,,
195,2TRX,10.0,15.0,10000,0.849284403701,0.614262197869,2076.93464017,200151.0,22815.0,108.0,155064.659118,402.0,0.121387054734,5151.0,0.875034225316,0.746576087683,0.851950163759,0.6002287676,okey_complete,0.729290938482,0.584836472268,0.779426344603,0.60239158583,,,,
196,2TRX,10.0,15.0,20000,0.881071359039,0.67572248476,6857.78860378,400381.0,44420.0,108.0,155064.659118,402.0,0.125077379884,5151.0,0.875034225316,0.746576087683,0.882895075108,0.658931476365,okey_complete,0.768369548801,0.628064591525,0.804158336187,0.61394464268,,,,
197,2TRX,15.0,1.0,1000,0.5,0.5,25.0741159916,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
198,2TRX,15.0,1.0,5000,0.5,0.5,24.739536047,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
199,2TRX,15.0,1.0,10000,0.5,0.5,25.8761758804,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
200,2TRX,15.0,1.0,20000,0.5,0.5,26.7017149925,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
201,2TRX,15.0,2.0,1000,0.5,0.5,24.5499019623,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
202,2TRX,15.0,2.0,5000,0.5,0.5,25.9157938957,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
203,2TRX,15.0,2.0,10000,0.5,0.5,27.0967080593,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
204,2TRX,15.0,2.0,20000,0.5,0.5,30.0888280869,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
205,2TRX,15.0,3.0,1000,0.5,0.5,24.6029620171,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
206,2TRX,15.0,3.0,5000,0.5,0.5,26.4548690319,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
207,2TRX,15.0,3.0,10000,0.5,0.5,28.8144500256,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
208,2TRX,15.0,3.0,20000,0.556001594615,0.492888461539,33.5937581062,11.0,9.0,108.0,155064.659118,,,,,,,,okey_complete,0.51939574925,0.502765156597,0.515994520949,0.499639580022,,,,
209,2TRX,15.0,5.0,1000,0.642143695749,0.493872906296,25.9418771267,161.0,70.0,108.0,155064.659118,,,,,,,,okey_complete,0.5213644092,0.500025357726,0.535616071682,0.495938473667,,,,
210,2TRX,15.0,5.0,5000,0.684009935162,0.497825180652,30.2363469601,671.0,164.0,108.0,155064.659118,,,,,,,,okey_complete,0.588525396685,0.520521839605,0.598344770453,0.513798143321,,,,
211,2TRX,15.0,5.0,10000,0.697908879361,0.500722959863,35.2361860275,1481.0,269.0,108.0,155064.659118,,,,,,,,okey_complete,0.587583311027,0.522796338724,0.580721039464,0.530506061721,,,,
212,2TRX,15.0,5.0,20000,0.700830093393,0.502442271875,44.7895400524,2661.0,370.0,108.0,155064.659118,,,,,,,,okey_complete,0.577727300596,0.509632642372,0.582994755723,0.526819506931,,,,
213,2TRX,15.0,7.0,1000,0.678593131186,0.495117126259,28.3233931065,1211.0,236.0,108.0,155064.659118,,,,,,,,okey_complete,0.582478851672,0.518281843486,0.584815373642,0.517019346259,,,,
214,2TRX,15.0,7.0,5000,0.724801579108,0.505904691242,41.9085109234,5971.0,685.0,108.0,155064.659118,,,,,,,,okey_complete,0.63080485518,0.537623984182,0.650584915564,0.55756601265,,,,
215,2TRX,15.0,7.0,10000,0.738393736836,0.509007698092,58.4605739117,11521.0,1028.0,108.0,155064.659118,,,,,,,,okey_complete,0.623387799841,0.545140914425,0.65765280106,0.569757185861,,,,
216,2TRX,15.0,7.0,20000,0.765594908693,0.526808427747,99.1053421497,23721.0,1617.0,108.0,155064.659118,,,,,,,,okey_complete,0.641799592959,0.548869924962,0.695022946515,0.582916940543,,,,
217,2TRX,15.0,10.0,1000,0.705409134314,0.498482755484,34.4586648941,4691.0,551.0,108.0,155064.659118,,,,,,,,okey_complete,0.613239443781,0.515772283188,0.630733824913,0.537317018365,,,,
218,2TRX,15.0,10.0,5000,0.753449030041,0.521736811975,98.6903479099,24091.0,1986.0,108.0,155064.659118,,,,,,,,okey_complete,0.645645695042,0.538342380409,0.688452272894,0.572195188858,,,,
