,pdb,beta,nsus,run,auc,auc_01,execution_time,count_seq_scpe,count_seq_cluster,seq_lenght,execution_time_optimization_total
213,2TRX,15.0,7.0,1000,0.6785931311857718,0.49511712625945781,28.32339310646057,1211.0,236.0,108.0,155064.659118
214,2TRX,15.0,7.0,5000,0.7248015791075042,0.50590469124198967,41.90851092338562,5971.0,685.0,108.0,155064.659118
215,2TRX,15.0,7.0,10000,0.73839373683620557,0.50900769809189039,58.46057391166687,11521.0,1028.0,108.0,155064.659118
216,2TRX,15.0,7.0,20000,0.76559490869309799,0.52680842774731651,99.1053421497345,23721.0,1617.0,108.0,155064.659118
217,2TRX,15.0,10.0,1000,0.70540913431431951,0.49848275548449639,34.458664894104004,4691.0,551.0,108.0,155064.659118
218,2TRX,15.0,10.0,5000,0.75344903004063246,0.52173681197533672,98.69034790992737,24091.0,1986.0,108.0,155064.659118
219,2TRX,15.0,10.0,10000,0.78907165908269161,0.53691943315349022,198.72541213035583,48001.0,3232.0,108.0,155064.659118
220,2TRX,15.0,10.0,20000,0.80231910344182378,0.56168975829042611,462.18057203292847,96151.0,5348.0,108.0,155064.659118
221,2TRX,15.0,15.0,1000,0.72113615503841988,0.50043008532773892,55.02078294754028,12921.0,1190.0,108.0,155064.659118
222,2TRX,15.0,15.0,5000,0.78893259378689962,0.54118491821742443,313.82454895973206,63581.0,4715.0,108.0,155064.659118
223,2TRX,15.0,15.0,10000,0.8128476105632314,0.57489500740547639,845.2778940200806,127391.0,8591.0,108.0,155064.659118
224,2TRX,15.0,15.0,20000,0.83790043430513284,0.609511289591956,2309.928390979767,255001.0,15230.0,108.0,155064.659118
225,2TRX,20.0,1.0,1000,0.5,0.5,24.11009693145752,1.0,1.0,108.0,155064.659118
226,2TRX,20.0,1.0,5000,0.5,0.5,24.87448787689209,1.0,1.0,108.0,155064.659118
227,2TRX,20.0,1.0,10000,0.5,0.5,25.683135986328125,1.0,1.0,108.0,155064.659118
228,2TRX,20.0,1.0,20000,0.5,0.5,26.97420907020569,1.0,1.0,108.0,155064.659118
229,2TRX,20.0,2.0,1000,0.5,0.5,24.560678958892822,1.0,1.0,108.0,155064.659118
230,2TRX,20.0,2.0,5000,0.5,0.5,25.86763596534729,1.0,1.0,108.0,155064.659118
231,2TRX,20.0,2.0,10000,0.5,0.5,26.969408988952637,1.0,1.0,108.0,155064.659118
232,2TRX,20.0,2.0,20000,0.5,0.5,29.727152109146118,1.0,1.0,108.0,155064.659118
233,2TRX,20.0,3.0,1000,0.5,0.5,24.56889510154724,1.0,1.0,108.0,155064.659118
234,2TRX,20.0,3.0,5000,0.5,0.5,26.215685844421387,1.0,1.0,108.0,155064.659118
235,2TRX,20.0,3.0,10000,0.5,0.5,28.70901083946228,1.0,1.0,108.0,155064.659118
236,2TRX,20.0,3.0,20000,0.5,0.5,33.01688599586487,1.0,1.0,108.0,155064.659118
237,2TRX,20.0,5.0,1000,0.56513186339910981,0.48187466054169559,25.501188039779663,11.0,7.0,108.0,155064.659118
238,2TRX,20.0,5.0,5000,0.59746749454063364,0.49465861048127274,28.353657007217407,31.0,18.0,108.0,155064.659118
239,2TRX,20.0,5.0,10000,0.62191180226094889,0.49973077148870171,32.16297888755798,71.0,29.0,108.0,155064.659118
240,2TRX,20.0,5.0,20000,0.62528982471872996,0.50029206244373725,39.7456328868866,171.0,34.0,108.0,155064.659118
241,2TRX,20.0,7.0,1000,0.62712717226313175,0.48581808183407077,25.70476508140564,131.0,32.0,108.0,155064.659118
242,2TRX,20.0,7.0,5000,0.67139460578359933,0.50064659266941558,31.064314126968384,791.0,100.0,108.0,155064.659118
243,2TRX,20.0,7.0,10000,0.67652822224825593,0.50128000773103132,36.627415895462036,1501.0,133.0,108.0,155064.659118
244,2TRX,20.0,7.0,20000,0.70055954818106814,0.50364638847972076,48.99541902542114,3211.0,214.0,108.0,155064.659118
245,2TRX,20.0,10.0,1000,0.67798124388428749,0.49501834940850842,27.833804845809937,1371.0,158.0,108.0,155064.659118
246,2TRX,20.0,10.0,5000,0.7216721885421995,0.50095240367122373,39.661128997802734,6821.0,403.0,108.0,155064.659118
247,2TRX,20.0,10.0,10000,0.73361241912088826,0.51174640717103848,53.39416003227234,13911.0,587.0,108.0,155064.659118
248,2TRX,20.0,10.0,20000,0.74427240615831691,0.51371860214975884,82.4973680973053,27171.0,806.0,108.0,155064.659118
249,2TRX,20.0,15.0,1000,0.70657391151907345,0.50621579786571314,34.0998420715332,6341.0,428.0,108.0,155064.659118
250,2TRX,20.0,15.0,5000,0.75371367551262414,0.52130396976348636,85.28889608383179,33091.0,1341.0,108.0,155064.659118
251,2TRX,20.0,15.0,10000,0.77851281044220233,0.53636960666770317,159.11929392814636,64571.0,2082.0,108.0,155064.659118
252,2TRX,20.0,15.0,20000,0.79175098378161513,0.55305566314458132,333.57445311546326,128091.0,3240.0,108.0,155064.659118
