,pdb,beta,nsus,run,auc,auc_01,execution_time,count_seq_scpe,count_seq_cluster,seq_lenght,execution_time_optimization_total
185,2TRX,10.0,7.0,1000,0.70811795771235064,0.50384110105824087,38.2362220287323,5031.0,894.0,108.0,155064.659118
186,2TRX,10.0,7.0,5000,0.76718615280494706,0.5283058897991848,165.28782510757446,24671.0,3787.0,108.0,155064.659118
187,2TRX,10.0,7.0,10000,0.7987447039299852,0.55273281099856852,422.7112891674042,49261.0,6956.0,108.0,155064.659118
188,2TRX,10.0,7.0,20000,0.82556154987850749,0.58292193674979076,1160.5860991477966,98711.0,12657.0,108.0,155064.659118
189,2TRX,10.0,10.0,1000,0.72950872866506578,0.50794170970210895,53.00952982902527,10741.0,1499.0,108.0,155064.659118
190,2TRX,10.0,10.0,5000,0.79136328659334698,0.54798690281191653,352.8390779495239,52541.0,6722.0,108.0,155064.659118
191,2TRX,10.0,10.0,10000,0.82608494108266972,0.58136015035171162,1038.5144591331482,105301.0,12799.0,108.0,155064.659118
192,2TRX,10.0,10.0,20000,0.85358952813038103,0.61902489418369577,3193.8798570632935,210211.0,24177.0,108.0,155064.659118
193,2TRX,10.0,15.0,1000,0.74021254234116851,0.51625338593936099,72.7076621055603,19991.0,2480.0,108.0,155064.659118
194,2TRX,10.0,15.0,5000,0.81738451048594474,0.57441014820430381,653.7014050483704,100441.0,11832.0,108.0,155064.659118
195,2TRX,10.0,15.0,10000,0.84928440370065406,0.61426219786876124,2076.9346401691437,200151.0,22815.0,108.0,155064.659118
196,2TRX,10.0,15.0,20000,0.88107135903878075,0.67572248475977126,6857.788603782654,400381.0,44420.0,108.0,155064.659118
197,2TRX,15.0,1.0,1000,0.5,0.5,25.074115991592407,1.0,1.0,108.0,155064.659118
198,2TRX,15.0,1.0,5000,0.5,0.5,24.73953604698181,1.0,1.0,108.0,155064.659118
199,2TRX,15.0,1.0,10000,0.5,0.5,25.87617588043213,1.0,1.0,108.0,155064.659118
200,2TRX,15.0,1.0,20000,0.5,0.5,26.701714992523193,1.0,1.0,108.0,155064.659118
201,2TRX,15.0,2.0,1000,0.5,0.5,24.549901962280273,1.0,1.0,108.0,155064.659118
202,2TRX,15.0,2.0,5000,0.5,0.5,25.915793895721436,1.0,1.0,108.0,155064.659118
203,2TRX,15.0,2.0,10000,0.5,0.5,27.096708059310913,1.0,1.0,108.0,155064.659118
204,2TRX,15.0,2.0,20000,0.5,0.5,30.088828086853027,1.0,1.0,108.0,155064.659118
205,2TRX,15.0,3.0,1000,0.5,0.5,24.602962017059326,1.0,1.0,108.0,155064.659118
206,2TRX,15.0,3.0,5000,0.5,0.5,26.454869031906128,1.0,1.0,108.0,155064.659118
207,2TRX,15.0,3.0,10000,0.5,0.5,28.81445002555847,1.0,1.0,108.0,155064.659118
208,2TRX,15.0,3.0,20000,0.55600159461539167,0.49288846153865123,33.59375810623169,11.0,9.0,108.0,155064.659118
209,2TRX,15.0,5.0,1000,0.64214369574873176,0.49387290629584113,25.941877126693726,161.0,70.0,108.0,155064.659118
210,2TRX,15.0,5.0,5000,0.68400993516185937,0.49782518065187553,30.23634696006775,671.0,164.0,108.0,155064.659118
211,2TRX,15.0,5.0,10000,0.69790887936127732,0.50072295986319149,35.236186027526855,1481.0,269.0,108.0,155064.659118
212,2TRX,15.0,5.0,20000,0.70083009339288149,0.50244227187457258,44.78954005241394,2661.0,370.0,108.0,155064.659118
